ID,NOM_TL,ADRESSE,CP,COMINIT,INSEECOM,NOMCOM,WEB,TWITTER,FACEBOOK,TYPO,LAT,LONG,GEOCOD,PRECISION,CONTACT,MAIL,METRO,NOMMETRO,INSEEREG,NOMREG,INSEEMETRO,INSEEDEP,NOMCOMMETRO,POPCOM,COMCLASS,INSEE_ZE,NOM_ZE,CLASS_ZE,POP_ZE
1281,HALL COUTURE,68 rue du Chemin Vert,75011,Paris,75111,Paris,http://hallcouture.com/,https://twitter.com/HallCouture,https://www.facebook.com/HallCoutureClub/,Tiers lieux à dominante fablab,48.859941,2.377671,68 Rue du Chemin Vert 75011 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
1282,Le L@bo,rue Emile Zola / Parking du Théâtre Jean Ferrat,59610,Fourmies,59249,Fourmies,http://www.le-labo.fourmies.fr/,,https://www.facebook.com/lelabo.fourmies/?fref=ts,Tiers lieux à dominante fablab,50.015973,4.046616,Rue Émile Zola 59610 Fourmies,0.44,,,0,,32,Hauts-de-France,59249,59,Fourmies,12340,5000-20000,3117,MAUBEUGE,200 000-500 000,231727
1283,Maison Folie Moulins,47-49 rue d'Arras,59000,Lille,59350,Lille,http://maisonsfolie.lille.fr/presentation-2/,https://twitter.com/mfMoulins,https://www.facebook.com/maisonfoliemoulins/,Tiers lieux à dominante fablab,50.623091,3.067745,49 Rue d'Arras 59000 Lille,0.85,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
1284,Les établis&co,14 rue Gaspard Monge,17000,La Rochelle,17300,La Rochelle,http://lesetablisandco.fr/,https://twitter.com/LesEtablisAndCo,https://www.facebook.com/LesEtablis17/,Tiers lieux à dominante fablab,46.154077,-1.118109,14 Rue Gaspard Monge 17000 La Rochelle,0.93,,,0,,75,Nouvelle Aquitaine,17300,17,La Rochelle,74998,50000-100000,5409,LA ROCHELLE,200 000-500 000,242467
1285,Fablab de Crescendo,14 Boulevard Pierre Renaudet,65000,Tarbes,65440,Tarbes,http://crescendo-tarbes.com/le-fablab/,https://twitter.com/CrescendoTarbes,https://www.facebook.com/CrescendoTarbes/?fref=ts,Tiers lieux à dominante fablab,43.245068,0.081782,14 Boulevard Pierre Renaudet 65000 Tarbes,0.94,,,0,,76,Occitanie,65440,65,Tarbes,40900,20000-50000,7310,TARBES - LOURDES,200 000-500 000,227550
1286,Fablab du Clunisois,2 rue porte de Paris,71250,Cluny,71137,Cluny,http://www.fablabclunisois.fr/,https://twitter.com/fablabclunisois,https://www.facebook.com/fablabduclunisois/,Tiers lieux à dominante fablab,46.432234,4.661804,2 Rue Porte de Paris 71250 Cluny,0.92,,,0,,27,Bourgogne et Franche-Comté,71137,71,Cluny,4775,0-5000,53,MÂCON,100 000-200 000,145329
1287,Fab Lab Pavillon des sciences,Pavillon des Sciences - Villa Chenevière - 3 rue Charles Lalance -,25200,Montbéliard,25388,Montbéliard,http://www.pavillon-sciences.com/web/fablab,,https://www.facebook.com/pavillon.dessciences,Tiers lieux à dominante fablab,47.508884,6.793376,3 Rue Charles Lalance 25200 Montbéliard,0.47,,,0,,27,Bourgogne et Franche-Comté,25388,25,Montbéliard,25521,20000-50000,4302,BELFORT - MONTBÉLIARD - HÉRICOURT,200 000-500 000,372679
1288,mini Fablab de Pardies,8-10 Rue Henri IV,64150,Pardies,64443,Pardies,https://www.pardies.fr/fablab/,,,Tiers lieux à dominante fablab,43.366067,-0.585682,10 Rue Henri IV 64150 Pardies,0.85,,,0,,75,Nouvelle Aquitaine,64443,64,Pardies,860,0-5000,7214,PAU,200 000-500 000,343345
1289,UBO Open Factory,6 avenue Victor le Gorgeu,29237,Brest,29019,Brest,http://uboopenfactory.univ-brest.fr/,https://twitter.com/UBO_OpenFactory,https://www.facebook.com/UBOOpenFactory/,Tiers lieux à dominante fablab,48.399761,-4.497057,6 Avenue Victor le Gorgeu 29200 Brest,0.79,,,1,Brest Métropole,53,Bretagne,29019,29,Brest,139384,100000 et plus,5306,BREST,200 000-500 000,455174
1290,HumanLab,2 Avenue du Bois Labbé,35000,Rennes,35238,Rennes,http://myhumankit.org/le-humanlab/,https://twitter.com/MyHumanKit,https://www.facebook.com/MyHumanKit,Tiers lieux à dominante fablab,48.12548,-1.703036,2 Avenue du Bois Labbe 35000 Rennes,0.94,,,1,Rennes Métropole,53,Bretagne,35238,35,Rennes,213454,100000 et plus,5312,RENNES,500 000-6 000 000,801211
1291,FabLab Réunion,3 impasse renneville La plaines des cafres,97418,Le Tampon,0,Le Tampon,http://www.fablab-reunion.re/,,https://www.facebook.com/FabLabReunion97418/,Tiers lieux à dominante fablab,-21.223149,55.558252,La Plaine des Cafres 97418 Le Tampon,0.57,,,0,,,,2A041,2A,Bonifacio,2973,,,,200 000-500 000,#N/D
1292,Gullivigne,salla Aquatrium,44190,Clisson,44043,Clisson,http://gullivigne.org/,,,Tiers lieux à dominante fablab,47.082807,-1.296598,La Caillerie 44190 Clisson,0.44,,,0,,52,Pays de la Loire,44043,44,Clisson,6717,5000-20000,5203,NANTES,500 000-6 000 000,1061271
1293,La COcotte numérique,4 rue Fg Notre-Dame,15300,Murat,15138,Murat,http://www.cocotte-numerique.fr/la-cocotte-fablab/,https://twitter.com/COcotteNum?ref_src=twsrc%5Etfw,https://www.facebook.com/LaCOcotte15/,Tiers lieux à dominante fablab,45.11087,2.869814,4 Rue du Faubourg Notre-Dame 15300 Murat,0.67,,,0,,84,Auvergne et Rhône-Alpes,15138,15,Murat,1880,0-5000,8306,SAINT-FLOUR,0-50 000,35179
1294,Okartié,4 Rue Jacquot L'Etang,97460,Saint-Paul,0,Saint-Paul,https://sciences-reunion.net/fablab-okartie/,https://twitter.com/O_kartie,,Tiers lieux à dominante fablab,-20.982989,55.285588,4 Rue Jacquot 97460 Saint-Paul,0.74,,,0,,,,2A041,2A,Bonifacio,2973,,,,200 000-500 000,#N/D
1295,Thech-Factory,20 bd des Martyrs,46300,Gourdon,46127,Gourdon,http://www.polenumerique.net,,,Tiers lieux à dominante fablab,44.737405,1.38428,20 Boulevard des Martyrs 46300 Gourdon,0.71,,,0,,76,Occitanie,46127,46,Gourdon,4297,0-5000,7308,CAHORS,50 000-100 000,91749
1296,FLAV LAB,4 allée Emile Monso,31030,Toulouse,31555,Toulouse,http://flavlab-toulouse.fr/index.php/flav-lab/,,,Tiers lieux à dominante fablab,43.556606,1.503147,4 Allée Émile Monso 31400 Toulouse,0.78,,,1,Toulouse Métropole,76,Occitanie,31555,31,Toulouse,466297,100000 et plus,61,TOULOUSE,500 000-6 000 000,1450345
1297,Rutech,1 rue Saint-Cyrice,12000,Rodez,12202,Rodez,http://rutech.fr/,https://twitter.com/FablabRutech,https://www.facebook.com/FabLabRuTech,Tiers lieux à dominante fablab,44.352992,2.577993,1 Rue Saint-Cyrice 12000 Rodez,0.94,,,0,,76,Occitanie,12202,12,Rodez,24088,20000-50000,7304,RODEZ,100 000-200 000,176095
1298,SimplonLab,4 rue Serpollet,75020,Paris,75120,Paris,http://fablab.simplon.co/,,https://www.facebook.com/FabLabSimplon/,Tiers lieux à dominante fablab,48.860625,2.410114,4 Rue Serpollet 75020 Paris,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
1299,FabLab Carmaux,Ecole de Fontgrande / Pôle Culturel Art'Air,81400,Saint-Benoît-de-Carmaux,81244,Saint-Benoît-de-Carmaux,,http://twitter.com/fablab_carmaux/,https://www.facebook.com/fablab.carmaux/,Tiers lieux à dominante fablab,44.049055,2.134591,Esplanade des Écoles 81400 Saint-Benoît-de-Carmaux,0.43,,,0,,76,Occitanie,81244,81,Saint-Benoît-de-Carmaux,2159,0-5000,7311,ALBI,100 000-200 000,171584
1300,Flame,2 rue Jean Moulin,0,Foix,09122,Foix,,,https://www.facebook.com/fablab.flame/,Tiers lieux à dominante fablab,42.982945,1.614269,2 Rue Jean Moulin 09000 Foix,0.93,,,0,,76,Occitanie,09122,09,Foix,9721,5000-20000,7301,FOIX - PAMIERS,100 000-200 000,114344
1301,La Fab'Brique,6bis rue des bains,64270,Salies-de-Béarn,64499,Salies-de-Béarn,http://www.lafabbrique.org/,,https://www.facebook.com/profile.php?id=100010414026368,Tiers lieux à dominante fablab,43.47271,-0.926326,6 BIS Rue des Bains 64270 Salies-de-Béarn,0.86,,,0,,75,Nouvelle Aquitaine,64499,64,Salies-de-Béarn,4724,0-5000,7214,PAU,200 000-500 000,343345
1302,Gamixlab,71 rue Saint Simon,94000,Créteil,94028,Créteil,http://lid.gamixlab.fr/gamixlab/,https://twitter.com/gamixlab,https://www.facebook.com/gamixlab/,Tiers lieux à dominante fablab,48.795027,2.443692,71 Rue Saint-Simon 94000 Créteil,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,94028,94,Créteil,91042,50000-100000,1117,CRÉTEIL,500 000-6 000 000,565894
1303,Pop [lab],9 bis rue Dombasle,93100,Montreuil,93048,Montreuil,http://www.maisonpop.fr/spip.php?article1989,,,Tiers lieux à dominante fablab,48.864221,2.450086,9 BIS Rue Dombasle 93100 Montreuil,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,93048,93,Montreuil,104748,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
1304,Centifolab,23 route de la Marigarde,0,G rasse,06069,Grasse,http://centifolab.org/,,https://www.facebook.com/Centifolab/?fref=ts,Tiers lieux à dominante fablab,43.654114,6.930116,23 Route de la Marigarde 06130 Grasse,0.86,,,0,,93,Provence-Alpes-Côte d'Azur,06069,06,Grasse,50409,50000-100000,9305,CANNES - ANTIBES,200 000-500 000,412606
1305,La Parcelle Collective,14 Place du Général Faidherbe,59100,Roubaix,59512,Roubaix,http://www.laconditionpublique.com/fablab/,,https://www.facebook.com/laparcellecollective/,Tiers lieux à dominante fablab,50.691034,3.190214,14 Place du Général Faidherbe 59100 Roubaix,0.92,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59512,59,Roubaix,95600,50000-100000,3110,ROUBAIX - TOURCOING,200 000-500 000,427439
1306,Le Fabricarium,Polytech Lille - Campus Université Lille1,59491,Villeneuve-d'Ascq,59009,Villeneuve-d'Ascq,http://bit.ly/2nZYxOW,,https://www.facebook.com/fabricarium/?fref=ts,Tiers lieux à dominante fablab,50.651021,3.122288,Rue des Champs 59491 Villeneuve-d'Ascq,0.39,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59009,59,Villeneuve-d'Ascq,62869,50000-100000,3111,LILLE,500 000-6 000 000,805074
1307,EPN Lab Barenton,46 rue du presbytère,50720,Barenton,50029,Barenton,https://sites.google.com/site/epncdcdelaselune/,,https://www.facebook.com/epnlab,Tiers lieux à dominante fablab,48.599793,-0.831994,Rue du Presbytère 50720 Barenton,0.84,,,0,,28,Normandie,50029,50,Barenton,1214,0-5000,2506,AVRANCHES,50 000-100 000,90064
1308,Lab'Oddas'Sieux,Maison de quartier 11 rue du Gaingalet,85200,Fontenay-le-Comte,85092,Fontenay-le-Comte,http://oddas.centres-sociaux.fr/fabrique-numerique/fablab-fa,,https://www.facebook.com/oddas85,Tiers lieux à dominante fablab,46.459185,-0.785164,11 Rue du Gaingalet 85200 Fontenay-le-Comte,0.65,,,0,,52,Pays de la Loire,85092,85,Fontenay-le-Comte,13609,5000-20000,5216,FONTENAY-LE-COMTE,50 000-100 000,69268
1309,Bataville Fablab,3 avenue Tomas Bata,57770,Moussey,57488,Moussey,http://www.apedec.org/,https://twitter.com/ecodesignfablab,https://www.facebook.com/BatavilleFablab/,Tiers lieux à dominante fablab,48.688069,6.803432,3 Avenue Tomas Bâta 57770 Moussey,0.91,,,0,,44,Grand Est,57488,57,Moussey,584,0-5000,4109,SARREBOURG,50 000-100 000,73220
